Telephone Calls by Prime Minister on New Year	ಹೊಸ ವರ್ಷದಂದು ಪ್ರಧಾನಮಂತ್ರಿಯವರಿಂದ ದೂರವಾಣಿ ಕರೆಗಳು
He reiterated Indias continued commitment to developing her strong and friendly relations with Iran	ಪ್ರಧಾನಿ ಅವರು, ಇರಾನ್ ಜೊತೆಗಿನ ಬಲಿಷ್ಠ ಮತ್ತು ಸ್ನೇಹ ಸಂಬಂಧಗಳನ್ನು ಅಭಿವೃದ್ಧಿಗೊಳಿಸಲು ಭಾರತದ ಬದ್ಧತೆ ಮುಂದುವರಿಯಲಿದೆ ಎಂದು ಪುನರುಚ್ಚರಿಸಿದರು.
The Foreign Minister shared his perspectives on the recent developments in the region	ವಿದೇಶಾಂಗ ಸಚಿವರು ಪ್ರಾಂತ್ಯದಲ್ಲಿನ ಇತ್ತೀಚಿನ ಬೆಳವಣಿಗೆಗಳನ್ನು ಕುರಿತು ತಮ್ಮ ಅನಿಸಿಕೆಗಳನ್ನು ಹಂಚಿಕೊಂಡರು.
The Prime Minister mentioned Indias strong interest in peace, security and stability in the region.	ಪ್ರಧಾನಮಂತ್ರಿ ಅವರು, ಪ್ರಾಂತ್ಯದಲ್ಲಿ ಸ್ಥಿರತೆ, ಶಾಂತಿ ಮತ್ತು ಸುರಕ್ಷತೆಗೆ ಭಾರತ ಬಲವಾದ ಆಸಕ್ತಿ ಹೊಂದಿದೆ ಎಂದು ಪ್ರಸ್ತಾಪಿಸಿದರು.
PM salutes the courage and valour of Indian Army personnel	ಭಾರತೀಯ ಸೇನಾ ಸಿಬ್ಬಂದಿಯ ಧೈರ್ಯ ಮತ್ತು ಶೌರ್ಯಕ್ಕೆ ಪ್ರಧಾನಮಂತ್ರಿ ನಮನ
The Prime Minister, Shri Narendra Modi has saluted the courage and valour of the Indian Army personnel on the occasion of Army Day	ಪ್ರಧಾನಮಂತ್ರಿ ಶ್ರೀ ನರೇಂದ್ರ ಮೋದಿ ಅವರು, ಸೇನಾ ದಿನದ ಅಂಗವಾಗಿ ಭಾರತೀಯ ಸೇನಾ ಸಿಬ್ಬಂದಿಯ ಧೈರ್ಯ ಹಾಗೂ ಶೌರ್ಯಕ್ಕೆ ನಮನ ಸಲ್ಲಿಸಿದರು.
Mrgars Rinkevics, Minister of Foreign Affairs of Latvia, Mrdulaziz Kamilov, Minister of Foreign Affairs of Uzbekistan, Mrter Szijjarto, Minister of Foreign Affairs and Trade of Hungary, Drmdullah Mohib, National Security Advisor of Afghanistan, Mrmas Petricek, Minister of Foreign Affairs of Czech Republic, Mrdulla Shahid, Minister of Foreign Affairs of Maldives, Drsan Mahmud, Minister of Information of Bangladesh, Mrmas Reinsalu, Minister of Foreign Affairs of Estonia, Drledi Pandor, Minister of International Relations and Cooperation of South Africa, Mrppe Kofod, Minister of Foreign Affairs of Denmark, Mstricia Scotland, Secretary General of The Commonwealth, Mradimir Norov, Secretary General of the Shanghai Cooperation Organisation, were the delegates who called on the Prime Minister.	12 ದೇಶಗಳ ಸಚಿವರ ಮಟ್ಟದ ಪ್ರತಿನಿಧಿಗಳು ರೈಸಿನಾ ಮಾತುಕತೆಯ ಸಂದರ್ಭದಲ್ಲಿ ಪ್ರಧಾನಿ ಶ್ರೀ ನರೇಂದ್ರ ಮೋದಿಯವರನ್ನು ಇಂದು ಅವರ ನಿವಾಸದಲ್ಲಿ ಭೇಟಿ ಮಾಡಿದರು ಾಟ್ವಿಯಾದ ವಿದೇಶಾಂಗ ವ್ಯವಹಾರಗಳ ಸಚಿವ ಶ್ರೀ ಎಡ್ಗರ್ಸ್ ರಿಂಕೆವಿಕ್ಸ್, ಉಜ್ಬೇಕಿಸ್ತಾನ್ ವಿದೇಶಾಂಗ ವ್ಯವಹಾರಗಳ ಸಚಿವ ಶ್ರೀ ಅಬ್ದುಲಜೀಜ್ ಕಮಿಲೋವ್, ಹಂಗೇರಿಯ ವಿದೇಶಾಂಗ ವ್ಯವಹಾರ ಮತ್ತು ವ್ಯಾಪಾರ ಸಚಿವ ಶ್ರೀ ಪೀಟರ್ ಸಿಜ್ಜಾರ್ಟೊ, ಅಫ್ಘಾನಿಸ್ತಾನದ ರಾಷ್ಟ್ರೀಯ ಭದ್ರತಾ ಸಲಹೆಗಾರ ಡಾ ಮ್ದುಲ್ಲಾ ಮೊಹಿಬ್, ಜೆಕ್ ಗಣರಾಜ್ಯದ ವಿದೇಶಾಂಗ ವ್ಯವಹಾರಗಳ ಸಚಿವ ತೋಮಸ್ ಪೆಟ್ರಿಸೆಕ್, ಮಾಲ್ಡೀವ್ಸ್ ವಿದೇಶಾಂಗ ವ್ಯವಹಾರಗಳ ಸಚಿವ ಶ್ರೀ ಅಬ್ದುಲ್ಲಾ ಶಾಹಿದ್, ಬಾಂಗ್ಲಾದೇಶದ ಮಾಹಿತಿ ಸಚಿವ ಡಾ ಸನ್ ಮಹಮೂದ್, ಎಸ್ಟೋನಿಯಾದ ವಿದೇಶಾಂಗ ವ್ಯವಹಾರಗಳ ಸಚಿವ ಶ್ರೀ ಉರ್ಮಾಸ್ ರೀನ್ಸಲು, ದಕ್ಷಿಣ ಆಫ್ರಿಕಾದ ಅಂತರರಾಷ್ಟ್ರೀಯ ಸಂಬಂಧ ಮತ್ತು ಸಹಕಾರ ಸಚಿವ ಡಾ ಲೇದಿ ಪಂಡೋರ್, ಡೆನ್ಮಾರ್ಕ್‌ನ ವಿದೇಶಾಂಗ ವ್ಯವಹಾರಗಳ ಸಚಿವ ಶ್ರೀ ಜೆಪ್ಪೆ ಕೊಫೊಡ್, ಕಾಮನ್‌ವೆಲ್ತ್‌ ಪ್ರಧಾನ ಕಾರ್ಯದರ್ಶಿ ಶ್ರೀಮತಿ ಪೆಟ್ರೀಷಿಯಾ ಸ್ಕಾಟ್ಲೆಂಡ್, ಶಾಂಘೈ ಸಹಕಾರ ಸಂಸ್ಥೆಯ ಪ್ರಧಾನ ಕಾರ್ಯದರ್ಶಿ ವ್ಲಾಡಿಮಿರ್ ನೊರೊವ್ ಅವರು ಪ್ರಧಾನ ಮಂತ್ರಿಯನ್ನು ಭೇಟಿ ಮಾಡಿದರು.
Prime Minister addresses at the international conclave on Globalizing Indian Thought at Kozhikode through video conference.	ಕೋಝಿಕೋಡ್ ನಲ್ಲಿ ನಡೆದ “ಭಾರತೀಯ ಚಿಂತನೆಗಳ ಜಾಗತೀಕರಣ” ಅಂತಾರಾಷ್ಟ್ರೀಯ ಸಮಾವೇಶವನ್ನುದ್ದೇಶಿಸಿ  ವಿಡಿಯೋ ಕಾನ್ಫರೆನ್ಸ್ ಮೂಲಕ ಪ್ರಧಾನಮಂತ್ರಿ ಭಾಷಣ
Prime Minister Shri Narendra Modi today unveiled a life size statue of Swami Vivekananda at IIM Kozhikode through video conference.	ಪ್ರಧಾನಮಂತ್ರಿ ಶ್ರೀ ನರೇಂದ್ರ ಮೋದಿ ಅವರು, ವಿಡಿಯೋ ಕಾನ್ಫರೆನ್ಸ್ ಮೂಲಕ ಐಐಎಂ ಕೋಝಿಕೋಡ್ ನಲ್ಲಿನ ಸ್ವಾಮಿ ವಿವೇಕಾನಂದರ ಆಳೆತ್ತರದ ದೊಡ್ಡ ಪ್ರತಿಮೆಯನ್ನು ಇಂದು ಅನಾವರಣಗೊಳಿಸಿದರು.
He was participating in the international conclave on Global Indian Thought that is being organised by IIM Kozhikode.	ಐಐಎಂ ಕೋಝಿಕೋಡ್ ಆಯೋಜಿಸಿದ್ದ ‘ಭಾರತೀಯ ಚಿಂತನೆಗಳ ಜಾಗತೀಕರಣ’ ಕುರಿತ ಅಂತಾರಾಷ್ಟ್ರೀಯ ಸಮಾವೇಶದಲ್ಲಿ ಅವರು ಭಾಗವಹಿಸಿದ್ದರು.
Addressing the gathering the Prime Minister said, Indian thought is vibrant and diverset is constant and evolving	ಸಭಿಕರನ್ನುದ್ದೇಶಿಸಿ ಭಾಷಣ ಮಾಡಿದ ಪ್ರಧಾನಮಂತ್ರಿ ಅವರು, “ಭಾರತೀಯರ ಚಿಂತನೆಗಳು ಪ್ರಕರವಾಗಿವೆ ಮತ್ತು ವಿಭಿನ್ನವಾಗಿವೆ.
They are- compassion, harmony, justice, service and openness.	ಅವುಗಳೆಂದರೆ ಅನುಕಂಪ, ಸೌಹಾರ್ದತೆ, ನ್ಯಾಯ, ಸೇನೆ ಮತ್ತು ಮುಕ್ತತೆ’’.
He said because of harmony and peace our civilization prospered and survived where many have failed.	ಸೌಹಾರ್ದತೆ ಮತ್ತು ಶಾಂತಿಯ ಕಾರಣದಿಂದಾಗಿ ನಮ್ಮ ನಾಗರಿಕತೆ ಏಳಿಗೆ ಸಾಧಿಸಿದೆ ಮತ್ತು ಹಲವರು ವಿಫಲರಾದಾಗ ನಾವು ನಾವು ಬದುಕುಳಿದಿದ್ದೇವೆ ಎಂದು ಹೇಳಿದರು.
So many states so many languages, so many dialects, so many faiths, so many customs and traditions, so many food habits so many lifestyles, so many ways of dressing	“ಹಲವು ರಾಜ್ಯಗಳಿವೆ, ಹಲವು ಭಾಷೆಗಳಿವೆ, ಹಲವು ಉಪಭಾಷೆಗಳಿವೆ, ಹಲವು ನಂಬಿಕೆಗಳು, ಹಲವು ಸಂಪ್ರದಾಯ ಮತ್ತು ಪರಂಪರೆಗಳು ಹಲವಾರು ಹವ್ಯಾಸಗಳು, ಹಲವು ಬಗೆಯ ಜೀವನಶೈಲಿ ಹಲವು ವಿಧದಲ್ಲಿ ಬಟ್ಟೆ ತೊಡುವುದು.
Yet, for centuries we have lived in peace	ಆದರೂ ನಾವು ಶತಮಾನಗಳಿಂದಲೂ ಶಾಂತಿಯಿಂದ ಬಾಳ್ವೆ ನಡೆಸುತ್ತಿದ್ದೇವೆ.
For centuries we have welcomed the world to our land	ಶತಮಾನಗಳಿಂದಲೂ ನಾವು ನಮ್ಮ ಭೂಮಿಗೆ ವಿಶ್ವವನ್ನು ಸ್ವಾಗತಿಸುತ್ತಿದ್ದೇವೆ.
Our civilisation has prospered when many could not	ಹಲವರಿಂದ ಸಾಧ್ಯವಾಗದಿದ್ದ ಸಂದರ್ಭದಲ್ಲಿ ನಮ್ಮ ನಾಗರಿಕತೆ ಪ್ರಗತಿ ಕಂಡಿದೆ.
Because one finds peace and harmony here.	ಏಕೆಂದರೆ ನಾವು ಇಲ್ಲಿ ಶಾಂತಿ ಮತ್ತು ಸೌಹಾರ್ದತೆಯನ್ನು ಕಾಣಬಹುದಾಗಿದೆ”.
In this land the Sufism flourished, he said.	“ಸೂಫಿ ಪಂಥವೂ ಈ ನೆಲದಲ್ಲಿ ಬೆಳಗಿತು” ಎಂದು ಹೇಳಿದರು.
Saying that Non-Violence is at the core of all these, he said Mahatma Gandhi championed these ideals that led to Indias freedom.	ಈ ಎಲ್ಲ ಧರ್ಮಗಳಿಗೆ ಅಹಿಂಸೆಯೇ ಮೂಲಮಂತ್ರವಾಗಿದೆ ಎಂದ ಅವರು, ಮಹಾತ್ಮ ಗಾಂಧೀಜಿ ಅವರು ಈ ಆದರ್ಶಗಳನ್ನು ಮುಂದಿಟ್ಟುಕೊಂಡು ಹೋರಾಟ ನಡೆಸಿ, ಭಾರತಕ್ಕೆ ಸ್ವಾತಂತ್ರ್ಯವನ್ನು ತಂದುಕೊಟ್ಟರು ಎಂದು ಹೇಳಿದರು.
The Indian way of conflict avoidance is not by brute force but the power of dialogue, he said.	‘ಸಂಘರ್ಷಗಳನ್ನು ತಪ್ಪಿಸುವ ಭಾರತೀಯ ಹಾದಿ ಎಂದರೆ ಶಕ್ತಿಯನ್ನು ತಡೆಯುವುದು ಎಂದರ್ಥವಲ್ಲ, ಆದರೆ ಅದು ಸಂವಾದದ ಶಕ್ತಿ” ಎಂದು ಹೇಳಿದರು.
When I say India believes in peace and harmony, this includes harmony with Mother Nature and our environment, he said	“ಭಾರತ ಶಾಂತಿ ಮತ್ತು ಸೌಹಾರ್ದತೆಯಲ್ಲಿ ನಂಬಿಕೆ ಇರಿಸಿದೇ ಎಂದು ನಾನು ಹೇಳಿದರೆ ಅದರಲ್ಲಿ ಭೂತಾಯಿ ಮತ್ತು ನಮ್ಮ ಪರಿಸರದ ಜೊತೆಗಿನ ಸೌಹಾರ್ದತೆಯೂ ಇದೆ ಎಂದರ್ಥ” ಎಂದು ಹೇಳಿದರು.
He said India led the world in forming the International Solar Alliance, to harness solar energy for a cleaner tomorrow.	ಸ್ವಚ್ಛ ನಾಳೆಗಾಗಿ ಸೌರಶಕ್ತಿಯನ್ನು ಸಂಪೂರ್ಣವಾಗಿ ಬಳಕೆ ಮಾಡಿಕೊಳ್ಳುವ ‘ಅಂತಾರಾಷ್ಟ್ರೀಯ ಸೌರ ಮೈತ್ರಿ ರಚನೆಯಲ್ಲಿ ಭಾರತ ಇಡೀ ವಿಶ್ವವನ್ನು ಮುನ್ನಡೆಸಿತ್ತು’ ಎಂದು ಹೇಳಿದರು.
Prime Minister said in the last 5 years 36 Crore LED bulbs were distributed and over 1 Crore Street lights replaced with LED making a saving of Rs 25000 Crore and reducing CO2 emissions by 4 Crore Tonnes.	ಪ್ರಧಾನಮಂತ್ರಿ ಅವರು ಕಳೆದ 5 ವರ್ಷಗಳಲ್ಲಿ 36 ಕೋಟಿ ಎಲ್ಇಡಿ ಬಲ್ಬ್ ಗಳನ್ನು ವಿತರಿಸಲಾಗಿದೆ, ಮತ್ತು ಸುಮಾರು ಒಂದು ಕೋಟಿ ಬೀದಿ ದೀಪಗಳನ್ನು ಬದಲಿಸಿ, ಎಲ್ಇಡಿ ದೀಪ ಅಳವಡಿಸುವ ಮೂಲಕ 25000 ಕೋಟಿ ರೂ.
Protecting the Tiger and the Lion	ಹುಲಿ ಮತ್ತು ಸಿಂಹ ಸಂರಕ್ಷಣೆ
He said Indias tiger population doubled since 2006	ಭಾರತದಲ್ಲಿ 2006ರಿಂದೀಚೆಗೆ ಹುಲಿಗಳ ಸಂಖ್ಯೆ ದುಪ್ಪಟ್ಟಾಗಿದೆ ಎಂದರು.
Today, India is home to almost 2970 tigers	“ಇಂದು ಭಾರತ ಬಹುತೇಕ 2970 ಹುಲಿಗಳ ತವರೂರಾಗಿದೆ.
Three quarters of the worlds tiger population stays in India	ವಿಶ್ವದ ಹುಲಿ ಜನಸಂಖ್ಯೆಯ ಮೂರನೇ ಒಂದು ಭಾಗ ಭಾರತದಲ್ಲಿ ನೆಲೆಸಿವೆ.
We achieved it way in advance he said.	ನಾವು ಅದಕ್ಕೂ ಮುನ್ನವೇ ಗುರಿಯನ್ನು ಸಾಧಿಸಿದ್ದೇವೆ” ಎಂದು ಹೇಳಿದರು.
Similarly the lion population has grown up 30% from 2010 to 2015, he said.	ಅದೇ ರೀತಿ ಸಿಂಹಗಳ ಸಂಖ್ಯೆಯೂ 2010ರಿಂದ 2015ರ ನಡುವೆ ಶೇ.
Prime Minister also pointed out that the countrys forest cover is growing.	ಪ್ರಧಾನಮಂತ್ರಿ ಅವರು ದೇಶದಲ್ಲಿ ಅರಣ್ಯ ವ್ಯಾಪ್ತಿ ಹೆಚ್ಚಾಗುತ್ತಿರುವ ಅಂಶವನ್ನೂ ಪ್ರಸ್ತಾಪಿಸಿದರು.
The number of protected areas stood at 692 in 2014	“2014ರಲ್ಲಿ ಒಟ್ಟು ಸಂರಕ್ಷಿತ ಪ್ರದೇಶಗಳ ಸಂಖ್ಯೆ 692 ಇತ್ತು.
This increased to more than 860 in 2019	2019ರಲ್ಲಿ ಆ ಪ್ರಮಾಣ 860ಕ್ಕಿಂತಲೂ ಹೆಚ್ಚಾಗಿದೆ.
These facts are drawing many environment and wildlife lovers to India.	ಈ ಅಂಶಗಳು ಹಲವು ಪರಿಸರ ಮತ್ತು ವನ್ಯಜೀವಿ ಪ್ರೇಮಿಗಳನ್ನು ಭಾರತಕ್ಕೆ ಆಕರ್ಷಿಸುವಂತೆ ಮಾಡಿದೆ”.
He lauded the efforts of the Bhakti saints, Raja Ram Mohun Roy, Ishwar Chandra Vidyasagar, Mahatma Phule and Savitri Bai Phule in this direction.	ಪ್ರಧಾನಮಂತ್ರಿ ಅವರು, ಈ ನಿಟ್ಟಿನಲ್ಲಿ ಭಕ್ತಿ ಸಂತರು, ರಾಜಾರಾಮ್ ಮೋಹನ್ ರಾಯ್, ಈಶ್ವರ ಚಂದ್ರ ವಿದ್ಯಾಸಾಗರ, ಮಾಹಾತ್ಮ ಪುಲೆ ಮತ್ತು ಸಾವಿತ್ರಿ ಬಾಯಿ ಪುಲೆ ಅವರ ಕಾರ್ಯವನ್ನು ಶ್ಲಾಘಿಸಿದರು.
European High Representative/Vice President (HRVP) HJosep Borrell Fontelles Calls on Prime Minister Shri Narendra Modi	ಪ್ರಧಾನಮಂತ್ರಿ ಶ್ರೀ ನರೇಂದ್ರ ಮೋದಿಯವರನ್ನು ಭೇಟಿ ಮಾಡಿದ ಯುರೋಪ್ ಉನ್ನತ ಪ್ರತಿನಿಧಿ / ಉಪಾಧ್ಯಕ್ಷ (ಎಚ್‌ಆರ್‌ವಿಪಿ) ಘನತೆವೆತ್ತ ಜೋಸೆಫ್  ಬೊರೆಲ್ ಫಾಂಟೆಲ್ಸ್
European High Representative/Vice President (HRVP) HJosep Borrell Fontelles Calls on Prime Minister Shri Narendra Modi	ಯುರೋಪ್ ಉನ್ನತ ಪ್ರತಿನಿಧಿ/ ಉಪಾಧ್ಯಕ್ಷ (ಎಚ್ ರ್ ಿ ಿಘನತೆವೆತ್ತ ಜೋಸೆಪ್ ಬೋರೆಲ್ ಫಾಂಟೆಲ್ಸ್ ಅವರಿಂದು ಪ್ರಧಾನಮಂತ್ರಿ ಶ್ರೀ ನರೇಂದ್ರ ಮೋದಿ ಅವರನ್ನು ಭೇಟಿ ಮಾಡಿದರು.
Mrrrell is on a visit to India from Jan 16-18 to attend Raisina Dialogue 2020 where he delivered Valedictory Address yesterday	ಬೋರೆಲ್ ಅವರು ರೈಸಿನಾ ಸಂವಾದ 2020ರಲ್ಲಿ ಭಾಗಿಯಾಗಲು ಜನವರಿ 16-18ರವರೆಗೆ ಭಾರತ ಭೇಟಿ ಕೈಗೊಂಡಿದ್ದಾರೆ, ಅವರು ನಿನ್ನೆ ಅಲ್ಲಿ ಸಮಾರೋಪ ಭಾಷಣ ಮಾಡಿದರು.
This is his first visit outside the EU after he took over as HRVP on 01 December 2019	ಅವರು ಎಚ್ ರ್ ಿ ಿ ಾಗಿ 2019ರ ಡಿಸೆಂಬರ್ 1ರಂದು ಅಧಿಕಾರ ವಹಿಸಿಕೊಂಡ ತರುವಾಯ ಐರೋಪ್ಯ ಒಕ್ಕೂಟದ ಹೊರಗೆ ಕೈಗೊಂಡ ಪ್ರಥಮ ಭೇಟಿಯಾಗಿದೆ.
The Prime Minister also appreciated HRVPs regular participation in the Raisina Dialogue.	ಎಚ್ ರ್ ಿ ಿಗಳು ರೈಸಿನಾ ಸಂವಾದದಲ್ಲಿ ನಿರಂತರವಾಗಿ ಭಾಗಿಯಾಗುತ್ತಿರುವುದಕ್ಕೆ ಪ್ರಧಾನಮಂತ್ರಿಗಳು ಮೆಚ್ಚುಗೆ ವ್ಯಕ್ತಪಡಿಸಿದರು.
The Prime Minister conveyed that India and the European Union were natural partners and that he was looking forward to a productive India-EU Summit in March 2020	ಭಾರತ ಮತ್ತು ಐರೋಪ್ಯ ಒಕ್ಕೂಟಗಳು ಸ್ವಾಭಾವಿಕ ಸಹಯೋಗಿಗಳು ಎಂದು ತಿಳಿಸಿದ ಪ್ರಧಾನಮಂತ್ರಿಯವರು, ಮಾರ್ಚ್ 2020ರಲ್ಲಿ ಫಲಪ್ರದವಾದ ಭಾರತ – ಐರೋಪ್ಯ ಒಕ್ಕೂಟದ ಶೃಂಗಸಭೆಯನ್ನು ತಾವು ಎದಿರುನೋಡುತ್ತಿರುವುದಾಗಿ ತಿಳಿಸಿದರು.
The Prime Minister reiterated Indias commitment to deepen the engagement with the EU particularly in the fields of climate change, and trade and economic relationshe Prime Minister also recalled his earlier interactions with leadership of European Commission and European Council.	ಐರೋಪ್ಯ ಒಕ್ಕೂಟದೊಂದಿಗೆ ಅದರಲ್ಲೂ ಹವಾಮಾನ ಬದಲಾವಣೆ, ವಾಣಿಜ್ಯ ಮತ್ತು ಆರ್ಥಿಕ ಬಾಂಧವ್ಯದ ಕ್ಷೇತ್ರಗಳಲ್ಲಿ ಕಾರ್ಯಚಟುವಟಿಕೆಯನ್ನು ಮತ್ತಷ್ಟು ಆಳಗೊಳಿಸುವ ಬದ್ಧತೆಯನ್ನು ಪ್ರಧಾನಮಂತ್ರಿಯವರು ಪುನರುಚ್ಚರಿಸಿದರು.
He also dwelt on the shared priorities and commitment of EU and India, which include democracy, multilateralism and rules-based international order.	ಪ್ರಜಾಪ್ರಭುತ್ವ, ಬಹುಪಕ್ಷೀಯತೆ ಮತ್ತು ನಿಯಮ-ಆಧಾರಿತ ಅಂತಾರಾಷ್ಟ್ರೀಯ ಕ್ರಮವನ್ನು ಒಳಗೊಂಡಿರುವ ಐರೋಪ್ಯ ಒಕ್ಕೂಟ ಮತ್ತು ಭಾರತದ ಹಂಚಿಕೆಯ ಆದ್ಯತೆಗಳು ಮತ್ತು ಬದ್ಧತೆಯ ಬಗ್ಗೆಯೂ ಅವರು ಪ್ರಸ್ತಾಪಿಸಿದರು.
The Prime Minister, Shri Narendra Modi will interact with a cross section of Students, Teachers and Parents at Pariksha Pe Charcha 2020 on20th January, 2020	ಪ್ರಧಾನಮಂತ್ರಿ ಶ್ರೀ ನರೇಂದ್ರ ಮೋದಿ ಅವರು 2020ರ ಜನವರಿ 20ರಂದು “ಪರೀಕ್ಷಾ ಪೆ ಚರ್ಚಾ 2020”, ವಿದ್ಯಾರ್ಥಿಗಳು, ಶಿಕ್ಷಕರು ಹಾಗೂ ಪೋಷಕರೊಂದಿಗೆ ಸಂವಾದ ನಡೆಸುವರು.
The Third edition of Prime Ministers Interaction Programme with school students Pariksha Pe Charcha 2020is proposed to be held at Talkatora Stadium, New Delhi at 11 AM on 20th January, 2020	ಪ್ರಧಾನಮಂತ್ರಿಗಳು ಶಾಲಾ ವಿದ್ಯಾರ್ಥಿಗಳೊಂದಿಗೆ ಸಂವಾದ ನಡೆಸುವ ಮೂರನೇ ಆವೃತ್ತಿಯ ‘ಪರೀಕ್ಷಾ ಪೆ ಚರ್ಚಾ 2020’ ಕಾರ್ಯಕ್ರಮ, ನವದೆಹಲಿಯ ತಾಲ್ಕಟೋರ ಕ್ರೀಡಾಂಗಣದಲ್ಲಿ 2020ರ ಜನವರಿ 20ರಂದು ಬೆಳಗ್ಗೆ 11 ಗಂಟೆಗೆ ನಡೆಯಲಿದೆ.
Prime Minister, Shri Narendra Modiwill answer the questions and interact with selected students about how they can beat examination stress.	ಪ್ರಧಾನಮಂತ್ರಿ ಶ್ರೀ ನರೇಂದ್ರ ಮೋದಿ ಅವರು ಹೇಗೆ ಪರೀಕ್ಷಾ ಒತ್ತಡವನ್ನು ನಿಭಾಯಿಸುವುದು ಎನ್ನುವ ಕುರಿತು ಆಯ್ದ ವಿದ್ಯಾರ್ಥಿಗಳ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರಿಸಿ, ಸಂವಾದ ನಡೆಸುವರು.
The First edition of Prime Ministers Interaction Programme with school and college students ParikshaPeCharcha 1was held at Talkatora Stadium, New Delhi on 16th February, 2018	ಶಾಲಾ ಮತ್ತು ಕಾಲೇಜು ವಿದ್ಯಾರ್ಥಿಗಳೊಂದಿಗೆ ಪ್ರಧಾನಮಂತ್ರಿಗಳ ಸಂವಾದ ಕಾರ್ಯಕ್ರಮ ‘ಪರೀಕ್ಷಾ ಪೆ ಚರ್ಚಾ 1 ಯ ಮೊದಲ ಆವೃತ್ತಿ 2018ರ ಫೆಬ್ರವರಿ 16ರಂದು ನವದೆಹಲಿಯ ತಾಲ್ಕಟೋರ ಸ್ಟೇಡಿಯಂನಲ್ಲಿ ನಡೆದಿತ್ತು.
